Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Modified Countries,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,,
TM,Detailed trade matrix,800,Uganda,56,Belgium,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,0.18,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,56,Belgium,5910,Export Quantity,,39150.01,Coffee husks and skins,2019,2019,tonnes,1,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,56,Belgium,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,56,Belgium,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.02,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,56,Belgium,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,16156.34,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,56,Belgium,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,13884.2,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,56,Belgium,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,17327.92,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,56,Belgium,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,14307.49,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,100,Bulgaria,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.03,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,100,Bulgaria,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,76.8,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,100,Bulgaria,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,212.04,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,100,Bulgaria,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,160.32,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,100,Bulgaria,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,2158.05,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,191,Croatia,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,2617.44,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,191,Croatia,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,1812.15,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,191,Croatia,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,1589.4,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,191,Croatia,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,1.18,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,196,Cyprus,5910,Export Quantity,,39150.01,Coffee husks and skins,2019,2019,tonnes,20,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,196,Cyprus,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,60.11,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,196,Cyprus,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,66.72,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,196,Cyprus,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,20.37,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,203,Czechia,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,1.77,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,203,Czechia,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,23.7,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,203,Czechia,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,19.5,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,203,Czechia,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,20.7,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,203,Czechia,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,70.5,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,208,Denmark,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.01,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,208,Denmark,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,165.12,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,208,Denmark,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,646.08,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,208,Denmark,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,163.87,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,208,Denmark,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,1400.66,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,233,Estonia,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,249.59,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,233,Estonia,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,230.4,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,233,Estonia,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,176.16,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,246,Finland,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,246,Finland,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,1336.82,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,246,Finland,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,1154.16,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,246,Finland,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,1700.88,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,246,Finland,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,1571.89,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,250,France,5910,Export Quantity,,39150.01,Coffee husks and skins,2021,2021,tonnes,0,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,250,France,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,250,France,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.01,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,250,France,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,3624.72,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,250,France,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,1368.66,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,250,France,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,906.87,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,250,France,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,2163.01,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,276,Germany,5910,Export Quantity,,39150.01,Coffee husks and skins,2018,2018,tonnes,1,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,276,Germany,5910,Export Quantity,,39150.01,Coffee husks and skins,2020,2020,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.49,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,276,Germany,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,49115.97,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,276,Germany,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,41437.29,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,276,Germany,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,46764.38,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,276,Germany,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,55041.82,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,300,Greece,5910,Export Quantity,,39150.01,Coffee husks and skins,2019,2019,tonnes,20,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,300,Greece,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,1181.71,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,300,Greece,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,986.14,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,300,Greece,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,2482.06,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,300,Greece,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,281.49,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,348,Hungary,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,0,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,348,Hungary,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.03,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,348,Hungary,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,20.04,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,348,Hungary,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,89.96,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,372,Ireland,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,372,Ireland,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,19.2,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,372,Ireland,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,19.2,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,372,Ireland,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,18.98,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,380,Italy,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,53793.59,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,380,Italy,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,73306.37,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,380,Italy,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,79079.66,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,380,Italy,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,101408.26,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,428,Latvia,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,219.18,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,428,Latvia,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,328.32,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,428,Latvia,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,196.67,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,428,Latvia,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,20.4,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,440,Lithuania,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,76.8,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,440,Lithuania,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,134.4,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,442,Luxembourg,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,0.21,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,470,Malta,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,0,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,470,Malta,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,38.4,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,528,Netherlands,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,0,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,528,Netherlands,5910,Export Quantity,,39150.01,Coffee husks and skins,2020,2020,tonnes,61,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,528,Netherlands,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,0.34,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,528,Netherlands,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.14,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,528,Netherlands,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,1198.36,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,528,Netherlands,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,1186.54,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,528,Netherlands,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,1869.69,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,528,Netherlands,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,1162.81,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,616,Poland,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.18,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,616,Poland,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,2972.27,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,616,Poland,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,2737.08,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,616,Poland,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,2283.37,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,616,Poland,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,1305.67,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,620,Portugal,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,6512.07,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,620,Portugal,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,5618.14,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,620,Portugal,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,3828.74,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,620,Portugal,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,5335.99,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,642,Romania,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,2567.93,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,642,Romania,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,1988.1,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,642,Romania,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,1887.58,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,642,Romania,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,1940.51,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,705,Slovenia,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,705,Slovenia,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,1955.68,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,705,Slovenia,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,1999.9,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,705,Slovenia,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,3995.2,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,705,Slovenia,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,2438.63,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,724,Spain,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,40.01,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,724,Spain,5910,Export Quantity,,39150.01,Coffee husks and skins,2018,2018,tonnes,19,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,724,Spain,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,724,Spain,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,12506.77,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,724,Spain,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,13545.62,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,724,Spain,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,20525.7,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,724,Spain,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,19688.48,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,752,Sweden,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.2,T,Unofficial figure,,
TM,Detailed trade matrix,800,Uganda,752,Sweden,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,4930.51,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,752,Sweden,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,3262.68,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,752,Sweden,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,3493.91,A,Official figure,,
TM,Detailed trade matrix,800,Uganda,752,Sweden,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,1836.38,T,Unofficial figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,40,Austria,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,0.02,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,40,Austria,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,38.53,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,40,Austria,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,38.4,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,56,Belgium,5910,Export Quantity,,39150.01,Coffee husks and skins,2021,2021,tonnes,386,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,56,Belgium,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,43.4,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,56,Belgium,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,10,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,56,Belgium,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,5,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,56,Belgium,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,15.07,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,56,Belgium,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,3681.16,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,56,Belgium,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,5525.29,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,56,Belgium,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,4208.04,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,56,Belgium,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,8047.81,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,100,Bulgaria,5910,Export Quantity,,39150.01,Coffee husks and skins,2021,2021,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,100,Bulgaria,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,36,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,203,Czechia,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,30.6,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,203,Czechia,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,61.2,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,203,Czechia,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,45.9,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,203,Czechia,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,45.9,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,203,Czechia,5910,Export Quantity,,39150.01,Coffee husks and skins,2018,2018,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,208,Denmark,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,0.15,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,208,Denmark,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,0.2,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,208,Denmark,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,0.03,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,208,Denmark,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,199.14,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,208,Denmark,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,128.4,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,208,Denmark,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,156.96,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,208,Denmark,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,74.1,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,233,Estonia,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,57.4,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,246,Finland,5910,Export Quantity,,39150.01,Coffee husks and skins,2020,2020,tonnes,43,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,246,Finland,5910,Export Quantity,,39150.01,Coffee husks and skins,2021,2021,tonnes,103,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,246,Finland,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,0.15,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,246,Finland,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,2.8,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,246,Finland,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,1.12,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,246,Finland,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,652.86,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,246,Finland,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,322.26,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,246,Finland,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,410,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,246,Finland,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,643.31,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,250,France,5910,Export Quantity,,39150.01,Coffee husks and skins,2019,2019,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,250,France,5910,Export Quantity,,39150.01,Coffee husks and skins,2021,2021,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,250,France,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,0.02,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,250,France,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.16,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,250,France,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,303,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,250,France,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,290.28,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,250,France,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,210,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,250,France,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,196.43,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,276,Germany,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,276,Germany,5910,Export Quantity,,39150.01,Coffee husks and skins,2020,2020,tonnes,143,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,276,Germany,5910,Export Quantity,,39150.01,Coffee husks and skins,2021,2021,tonnes,1514,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,1.53,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,5.02,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,2.83,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,8.43,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,276,Germany,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,7291.34,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,276,Germany,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,10067.74,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,276,Germany,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,13049.49,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,276,Germany,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,10988.3,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,300,Greece,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,7.2,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,300,Greece,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,7.2,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,300,Greece,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,7.2,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,300,Greece,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,7.2,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,300,Greece,5910,Export Quantity,,39150.01,Coffee husks and skins,2021,2021,tonnes,65,A,Official figure,,
TM,Detailed trade matrix,834,United Republic of Tanzania,300,Greece,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,9.62,A,Official figure,,
