Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","01610","Coffee, green","2019","2019","tonnes","30310.55","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","01610","Coffee, green","2020","2020","tonnes","34821.23","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","01610","Coffee, green","2021","2021","tonnes","28993.35","A","Official figure"
"TM","Detailed trade matrix","384","Côte d'Ivoire","840","United States of America","5910","Export Quantity","01610","Coffee, green","2019","2019","tonnes","654","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2011","2011","tonnes","84","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2012","2012","tonnes","160","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2013","2013","tonnes","216","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2014","2014","tonnes","1165.59","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2015","2015","tonnes","588.87","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2016","2016","tonnes","66.62","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2017","2017","tonnes","153.51","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2018","2018","tonnes","4.85","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2019","2019","tonnes","2.36","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2020","2020","tonnes","5.46","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2021","2021","tonnes","42.03","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.01","Coffee substitutes","2011","2011","tonnes","11","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.01","Coffee substitutes","2012","2012","tonnes","6","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.01","Coffee substitutes","2013","2013","tonnes","7","A","Official figure"
"TM","Detailed trade matrix","218","Ecuador","840","United States of America","5910","Export Quantity","23912.01","Coffee substitutes","2014","2014","tonnes","2.67","A","Official figure"
